onset	duration	speaker	text	type	subtype	energy	energy_ratio	mic	confidence	gap_prev_ms	trp_silence_ms	interruption_gap_ms	bclatency_ms	overlap_ms
704.922	0.161	P4	Yeah...	SPK		0.063880	1.63	P4	confident	-1328	-1328	-1328		322
704.922	0.161	P4	[OVL:simultaneous]	OVL	simultaneous			shared	manual	-161				322
705.083	0.415	GROUP	(0.4)	SIL				shared	manual	0				415
705.498	1.832	P1	Yeah, just one...	SPK				P1	manual	0	415	415		3144
705.498	0.752	P1	[OVL:competitive]	OVL	competitive			shared	manual	-1832				1504
706.510	2.882	P2	You just tell me what to select, right?	SPK		0.051105	2.64	P2	confident	260	-820	-820		2186
706.510	0.820	P2	[OVL:competitive]	OVL	competitive			shared	manual	-2882				1640
707.658	0.197	P1	Yeah.	BCK				P1	manual	328			1148	197
708.069	0.349	P1	Yeah.	BCK				P1	manual	214			1559	349
709.392	1.621	GROUP	(1.6)	SIL				shared	manual	974				
711.013	1.341	P2	So, what do you want?	SPK		0.036785	1.00	P2	confident	0	1621	3683		
712.354	1.239	GROUP	(1.2)	SIL				shared	manual	0				98
713.495	1.281	P2	Yeah.	BCK		0.045135	2.75	P2	confident	-98				1281
713.593	2.741	P1	So for the topic it's the first topic.	SPK				P1	manual	-1183	1239	1239		3139
715.356	1.762	P2	And what do you want for the format?	SPK		0.034304	3.12	P2	confident	-978	-978	-978		1956
715.356	0.978	P2	[OVL:competitive]	OVL	competitive			shared	manual	-1762				1956
717.118	0.861	GROUP	(0.9)	SIL				shared	manual	784				
717.979	2.061	P1	The interactive workshop.	SPK		0.011990	2.79	P1	confident	0	861	861		0
720.040	0.871	GROUP	(0.9)	SIL				shared	manual	0				0
720.911	1.723	P2	Interactive informal workshop.	SPK				P2	manual	0	871	871		3
722.631	0.440	P1	Yes.	SPK		0.011604	2.94	P1	confident	-3	-3	-3		3
723.071	0.170	GROUP	(.)	SIL				shared	manual	0				
723.241	0.338	P2	Okay.	SPK				P2	manual	0	170	170		
723.579	0.733	GROUP	(0.7)	SIL				shared	manual	0				
724.312	1.481	P1	To engage people already.	SPK		0.008016	2.49	P1	confident	0	733	733		
725.793	1.650	GROUP	(1.6)	SIL				shared	manual	0				
727.443	0.861	P2	Response submitted.	SPK		0.015770	4.39	P2	confident	0	1650	1650		
728.304	71.357	GROUP	(71.4)	SIL				shared	manual	0				
799.661	1.201	P1	I like the trust one.	SPK		0.026394	2.83	P1	confident	0	71357	71357		
800.862	1.781	GROUP	(1.8)	SIL				shared	manual	0				1073
801.570	2.128	P2	[LAUGHTER]	LAU				P2	manual	-1073				2128
802.643	4.101	P1	Specifically when one of us spoke about the online training.	SPK		0.044502	1.43	P1	confident	-1055	1781	74339		1055
806.744	6.444	GROUP	(6.4)	SIL				shared	manual	0				2301
807.182	2.301	P1	[LAUGHTER]	LAU				P1	manual	-6006				2301
813.188	0.860	P1	Oh, no, it's not.	SPK		0.010093	3.53	P1	confident	3705	6444	84884		
814.048	38.994	GROUP	(39.0)	SIL				shared	manual	0				
853.042	3.575	P2_SUB-038	It's good that I'm not working about negotiation.	SPK		0.016548	3.84	mic10	confident	0	38994	38994		
